frame,filename,pass_id,t,speed,yaw_rate,sharpness,n_edge,du,dv,du_mad,dv_mad,inlier8,n_edge_other,du_other,dv_other,de_nt,geometry_ok,pass_conflict,motion_ok,sharp_ok,cls,reasons
571,260408_120103399.jpg,5,301328.993248,4.75,0.78,247.4,3252,-0.72,-7.51,10.13,12.73,0.081,0,nan,nan,4.375,False,False,True,True,reject,geometry
572,260408_120104406.jpg,5,301330.000249,4.76,0.43,238.0,2945,0.16,-0.39,8.31,12.75,0.119,0,nan,nan,5.075,True,False,True,True,clean,
573,260408_120105441.jpg,5,301331.035837,4.85,0.69,229.6,6217,-1.83,0.46,10.62,10.26,0.153,0,nan,nan,5.025,True,False,True,True,clean,
574,260408_120106457.jpg,5,301332.051839,5.0,0.33,224.2,7183,0.62,-6.1,6.53,11.37,0.203,0,nan,nan,4.625,False,False,True,True,reject,geometry
575,260408_120107442.jpg,5,301333.03724,5.1,0.23,210.8,5631,4.17,-10.31,12.87,9.93,0.143,0,nan,nan,4.025,False,False,True,True,reject,geometry
576,260408_120108420.jpg,5,301334.015141,5.21,0.05,210.6,6125,0.04,-5.59,2.75,10.06,0.351,0,nan,nan,4.125,True,False,True,True,clean,
577,260408_120109340.jpg,5,301334.935733,5.32,1.35,197.5,5481,-2.75,-11.44,12.43,8.78,0.137,77,-0.22,-11.69,4.125,False,False,True,True,reject,geometry
578,260408_120110258.jpg,5,301335.853934,5.45,0.73,198.5,3620,-0.25,0.32,4.27,8.47,0.3,144,-0.34,1.57,4.325,True,False,True,True,clean,
579,260408_120111146.jpg,5,301336.741735,5.56,0.04,198.8,2936,0.5,-0.24,5.93,10.13,0.192,486,0.25,-1.75,4.425,True,False,True,True,clean,
580,260408_120112034.jpg,5,301337.629736,5.68,0.3,190.8,3588,-0.88,-3.57,4.11,11.53,0.226,616,-0.72,2.0,4.325,True,False,True,True,clean,
581,260408_120112904.jpg,5,301338.500137,5.77,0.7,187.9,3692,0.65,-1.03,3.56,9.72,0.352,596,0.29,0.22,4.625,True,False,True,True,clean,
582,260408_120113757.jpg,5,301339.352896,5.84,0.9,190.5,2850,0.24,-3.66,7.59,12.63,0.229,544,-0.3,-2.31,4.175,True,False,True,True,clean,
583,260408_120114617.jpg,5,301340.213397,5.93,0.58,194.4,2665,0.24,-5.95,6.87,11.66,0.226,638,-0.0,-2.99,4.325,True,False,True,True,clean,
584,260408_120115466.jpg,5,301341.062098,5.97,0.25,193.8,2533,-0.21,-3.47,6.88,11.94,0.239,671,-0.27,-1.19,4.2250000000000005,True,False,True,True,clean,
585,260408_120116294.jpg,5,301341.890299,5.98,0.56,195.5,2337,0.57,-5.46,6.51,11.5,0.21,673,3.31,-10.15,4.275,True,True,True,True,usable,pass_conflict
586,260408_120117156.jpg,5,301342.7528,6.03,1.13,193.5,2470,-0.35,-0.24,8.15,14.84,0.203,969,-0.69,-5.12,4.275,True,False,True,True,clean,
587,260408_120117992.jpg,5,301343.588401,6.07,0.32,189.0,2233,-0.63,1.37,4.32,10.32,0.272,842,-0.27,9.53,4.075,True,True,True,True,usable,pass_conflict
588,260408_120118814.jpg,5,301344.410503,6.03,0.77,185.1,2158,0.01,0.52,7.27,11.96,0.252,1073,0.21,0.06,4.275,True,False,True,True,clean,
589,260408_120119644.jpg,5,301345.241104,5.92,0.74,184.3,2093,-0.57,0.35,5.66,11.1,0.299,860,-0.15,7.01,4.175,True,False,True,True,clean,
590,260408_120120534.jpg,5,301346.131305,5.65,1.01,185.2,1994,12.28,-2.44,12.21,9.96,0.186,884,0.33,0.36,4.625,False,False,True,True,reject,geometry
591,260408_120121469.jpg,5,301347.066306,5.35,1.3,193.8,698,-0.07,-4.66,6.64,9.67,0.164,729,-0.05,1.45,4.825,True,False,True,True,clean,
592,260408_120122424.jpg,5,301348.021907,5.13,0.15,211.9,677,0.45,5.99,4.98,14.03,0.182,851,0.58,0.81,3.825,True,False,True,True,clean,
593,260408_120123450.jpg,5,301349.048108,5.0,0.69,244.8,1063,-0.31,0.38,7.59,12.6,0.295,999,0.51,4.63,5.025,True,False,True,True,clean,
594,260408_120145893.jpg,6,301371.494331,5.42,3.82,291.7,426,0.64,-2.46,8.21,9.38,0.245,299,3.25,-2.52,4.675,True,False,True,True,clean,
595,260408_120146803.jpg,6,301372.404732,5.69,1.47,243.8,962,0.24,-3.33,6.07,6.39,0.399,495,-0.1,0.8,4.175,True,False,True,True,clean,
596,260408_120147655.jpg,6,301373.256533,5.96,0.92,206.6,678,0.15,0.94,3.65,6.69,0.426,811,-0.28,-3.1,4.375,True,False,True,True,clean,
597,260408_120148492.jpg,6,301374.093734,6.11,0.19,197.2,1034,0.05,0.64,4.66,13.59,0.265,1072,0.02,-4.4,6.375,True,False,True,True,clean,
598,260408_120149279.jpg,6,301374.881135,6.39,0.17,185.1,1206,0.11,-0.87,5.01,11.34,0.278,2112,0.78,-0.47,4.275,True,False,True,True,clean,
599,260408_120150044.jpg,6,301375.645536,6.65,0.88,188.6,1256,0.43,0.26,4.98,10.38,0.283,2022,0.57,2.7,4.125,True,False,True,True,clean,
600,260408_120150770.jpg,6,301376.371937,6.72,0.67,186.1,975,-0.44,-4.09,8.09,10.64,0.19,1854,-0.41,-0.35,3.825,True,False,True,True,clean,
601,260408_120151520.jpg,6,301377.122438,6.55,0.5,194.6,1203,-0.64,-3.23,4.0,15.85,0.189,2560,0.09,3.11,4.025,True,False,True,True,clean,
602,260408_120152315.jpg,6,301377.917639,6.41,0.13,198.9,640,-0.56,1.35,5.06,13.25,0.2,2316,-0.01,2.82,3.975,True,False,True,True,clean,
603,260408_120153109.jpg,6,301378.71094,6.28,0.58,197.1,533,0.29,3.02,7.25,20.84,0.096,1993,-0.15,4.28,3.825,False,False,True,True,reject,geometry
604,260408_120153945.jpg,6,301379.547841,6.04,0.48,197.5,693,0.28,-0.33,6.65,7.54,0.221,2563,0.26,0.43,3.9250000000000003,True,False,True,True,clean,
605,260408_120154798.jpg,6,301380.400442,5.91,0.01,192.5,1126,0.27,-0.1,8.54,12.85,0.254,3035,0.16,1.79,3.9250000000000003,True,False,True,True,clean,
606,260408_120155662.jpg,6,301381.264643,5.76,0.33,193.7,1239,-0.06,4.63,6.26,11.78,0.277,2272,0.65,-0.87,3.9250000000000003,True,False,True,True,clean,
607,260408_120156541.jpg,6,301382.143644,5.56,0.67,190.2,2709,-0.32,-1.29,4.07,10.04,0.203,2508,-0.01,-0.24,3.825,True,False,True,True,clean,
608,260408_120157465.jpg,6,301383.067745,5.44,0.4,197.2,1901,-0.08,-2.3,8.88,9.71,0.117,1942,-0.55,2.07,4.125,True,False,True,True,clean,
609,260408_120158406.jpg,6,301384.008947,5.39,0.01,201.5,1764,0.05,-3.67,4.96,14.41,0.089,1303,0.72,-0.49,4.025,True,False,True,True,clean,
610,260408_120159315.jpg,6,301384.918548,5.49,0.98,205.9,1565,0.48,1.38,7.15,10.46,0.094,985,-0.33,2.65,3.975,True,False,True,True,clean,
611,260408_120200208.jpg,6,301385.811449,5.57,1.16,207.5,772,-0.28,-4.61,5.57,12.1,0.097,426,0.16,-5.91,4.025,True,False,True,True,clean,
612,260408_120201107.jpg,6,301386.71025,5.59,1.7,221.9,1377,-3.77,-4.81,9.33,12.35,0.095,0,nan,nan,4.075,True,False,True,True,clean,
613,260408_120202010.jpg,6,301387.613951,5.65,4.0,224.2,1017,0.59,0.84,10.94,12.44,0.062,0,nan,nan,4.025,False,False,True,True,reject,geometry
614,260408_120202901.jpg,6,301388.504969,5.69,1.13,235.2,1214,-0.2,2.18,5.48,10.09,0.098,0,nan,nan,6.4750000000000005,True,False,True,True,clean,
615,260408_120203795.jpg,6,301389.39937,5.67,2.57,232.9,1797,-0.28,0.42,4.63,12.59,0.13,0,nan,nan,6.325,True,False,True,True,clean,
616,260408_120204672.jpg,6,301390.276271,5.6,3.56,244.0,2280,-0.25,-1.69,8.45,14.53,0.097,0,nan,nan,4.675,True,False,True,True,clean,
617,260408_120205586.jpg,6,301391.190172,5.49,1.44,255.0,3189,-0.3,0.23,9.34,9.96,0.136,0,nan,nan,7.675000000000001,True,False,True,True,clean,
618,260408_120206546.jpg,6,301392.150674,5.13,2.78,343.7,5336,8.03,4.82,7.67,13.42,0.18,0,nan,nan,6.025,False,False,True,True,reject,geometry
619,260408_120207651.jpg,6,301393.255475,4.4,4.7,446.2,7232,-2.43,1.79,10.79,11.32,0.213,0,nan,nan,5.525,True,False,True,True,clean,
620,260408_120209091.jpg,6,301394.696277,3.6,6.83,489.1,4866,0.16,5.32,9.36,13.24,0.145,0,nan,nan,6.275,True,False,False,True,usable,turning
621,260408_120210614.jpg,6,301396.218579,3.46,11.09,412.7,4882,-0.41,-3.0,3.25,10.39,0.261,0,nan,nan,7.2250000000000005,True,False,False,True,usable,turning
622,260408_120211936.jpg,6,301397.541281,3.78,15.2,321.1,3875,-4.93,-1.71,7.34,13.31,0.093,0,nan,nan,5.4750000000000005,True,False,False,True,usable,turning
623,260408_120213181.jpg,6,301398.785982,4.07,12.53,271.8,3123,0.48,-6.47,6.03,14.17,0.153,0,nan,nan,4.025,False,False,False,True,reject,geometry+turning
624,260408_120214405.jpg,6,301400.010184,4.12,4.3,236.4,2528,-0.53,-2.35,10.18,14.52,0.099,0,nan,nan,4.2250000000000005,True,False,True,True,clean,
625,260408_120215632.jpg,6,301401.237485,4.09,0.88,218.9,8403,-0.18,2.16,7.02,12.38,0.276,0,nan,nan,4.625,True,False,True,True,clean,
626,260408_120216837.jpg,6,301402.442987,4.08,1.0,211.0,5843,0.42,0.07,9.83,10.96,0.259,0,nan,nan,6.875,True,False,True,True,clean,
627,260408_120218107.jpg,6,301403.713088,3.87,2.11,218.6,8708,0.23,2.69,5.36,10.91,0.267,0,nan,nan,5.025,True,False,True,True,clean,
628,260408_120219581.jpg,6,301405.18699,3.44,0.94,246.2,6597,-3.31,0.08,13.48,12.1,0.184,0,nan,nan,5.275,True,False,True,True,clean,
629,260408_120221168.jpg,6,301406.774792,3.19,8.89,296.4,5348,3.99,6.02,12.27,12.63,0.18,0,nan,nan,4.675,False,False,False,True,reject,geometry+turning
630,260408_120222625.jpg,6,301408.231494,3.19,18.1,365.6,2062,-0.29,-4.56,6.02,17.72,0.175,0,nan,nan,3.575,False,False,False,True,reject,geometry+turning
631,260408_120224086.jpg,6,301409.69285,3.48,11.86,519.7,6186,-3.91,4.77,10.74,13.64,0.19,0,nan,nan,4.625,True,False,False,True,usable,turning
632,260408_120225413.jpg,6,301411.020252,3.84,0.2,638.0,2945,-2.48,-10.25,3.89,19.87,0.066,0,nan,nan,9.075000000000001,False,False,True,True,reject,geometry
633,260408_120226648.jpg,6,301412.255454,4.18,1.82,641.4,6492,0.01,-0.18,4.39,20.14,0.134,0,nan,nan,9.525,False,False,True,True,reject,geometry
634,260408_120227775.jpg,6,301413.382655,4.53,3.67,628.4,2312,1.27,4.92,9.14,11.3,0.049,0,nan,nan,7.2250000000000005,False,False,True,True,reject,geometry
635,260408_120228785.jpg,6,301414.392956,4.8,10.74,634.5,5124,0.22,-0.77,8.6,11.37,0.166,1451,0.42,-0.6,5.825,True,False,False,True,usable,turning
636,260408_120229791.jpg,6,301415.399257,5.03,15.11,535.7,6073,-0.1,-4.82,11.72,13.29,0.132,1820,0.08,-0.13,4.2250000000000005,True,False,False,True,usable,turning
637,260408_120230726.jpg,6,301416.334359,5.29,13.49,452.1,4371,-2.36,-0.01,12.79,12.55,0.112,2306,-0.77,-0.35,4.425,True,False,False,True,usable,turning
638,260408_120231617.jpg,6,301417.22566,5.57,6.28,387.2,7005,-0.04,-0.44,8.24,13.19,0.165,3224,-0.34,-0.26,4.525,True,False,False,True,usable,turning
639,260408_120232490.jpg,6,301418.098261,5.82,1.78,367.8,9884,-0.18,-0.48,7.07,8.68,0.311,4901,0.1,-0.22,3.975,True,False,True,True,clean,
640,260408_120233327.jpg,6,301418.935162,6.04,0.43,356.5,11405,-1.36,-0.64,8.6,11.24,0.269,4075,-0.46,0.34,4.175,True,False,True,True,clean,
641,260408_120234138.jpg,6,301419.747063,6.18,0.07,369.0,9080,-0.39,1.11,8.32,9.94,0.256,3954,0.49,1.28,4.425,True,False,True,True,clean,
642,260408_120234933.jpg,6,301420.541564,6.27,0.13,440.5,8934,-0.48,-2.39,8.19,11.1,0.233,3246,-0.51,0.65,4.925000000000001,True,False,True,True,clean,
643,260408_120235713.jpg,6,301421.322165,6.32,0.25,492.0,3337,-0.49,-0.2,8.01,11.33,0.186,2284,-0.11,0.74,5.075,True,False,True,True,clean,
644,260408_120236510.jpg,6,301422.118966,6.33,0.28,557.0,3758,-0.34,0.7,7.12,10.23,0.19,0,nan,nan,4.875,True,False,True,True,clean,
645,260408_120237307.jpg,6,301422.915967,6.22,1.39,468.1,6783,-0.6,0.65,8.3,9.43,0.294,0,nan,nan,4.825,True,False,True,True,clean,
646,260408_120238129.jpg,6,301423.738268,6.01,1.17,476.0,5395,-0.02,0.17,9.35,10.77,0.22,0,nan,nan,4.375,True,False,True,True,clean,
647,260408_120238979.jpg,6,301424.588569,5.8,1.8,564.9,4906,-0.84,0.77,8.71,10.75,0.204,0,nan,nan,4.7250000000000005,True,False,True,True,clean,
648,260408_120239878.jpg,6,301425.48737,5.35,5.72,621.3,4810,0.2,-0.82,9.47,11.53,0.221,0,nan,nan,5.025,True,False,False,True,usable,turning
649,260408_120240958.jpg,6,301426.567971,4.99,7.21,717.5,3998,0.63,-0.87,9.44,10.04,0.129,0,nan,nan,7.675000000000001,True,False,False,True,usable,turning
650,260408_120254578.jpg,7,301440.189597,6.39,0.19,404.0,771,0.07,0.06,6.97,11.0,0.182,581,1.43,1.92,3.225,True,False,True,True,clean,
651,260408_120255409.jpg,7,301441.020898,5.46,10.43,350.7,1678,0.0,1.81,10.82,13.14,0.154,0,nan,nan,3.725,True,False,False,True,usable,turning
652,260408_120257244.jpg,7,301442.8568,2.73,19.42,342.2,1898,7.57,-8.35,7.78,12.42,0.123,0,nan,nan,4.575,False,False,False,True,reject,geometry+slow+turning
653,260408_120259410.jpg,7,301445.022636,2.76,20.7,385.6,4398,4.02,-0.42,8.49,10.25,0.232,0,nan,nan,6.525,True,False,False,True,usable,slow+turning
654,260408_120300892.jpg,7,301446.504638,3.8,11.91,501.8,3898,-0.18,4.12,11.56,11.69,0.163,0,nan,nan,5.825,True,False,False,True,usable,turning
655,260408_120302028.jpg,7,301447.641239,4.82,2.96,465.8,5351,-1.34,-0.08,3.16,7.82,0.371,708,0.23,1.86,5.875,True,False,True,True,clean,
656,260408_120302945.jpg,7,301448.55874,5.75,0.77,493.8,4843,-0.26,2.32,6.87,14.06,0.217,691,0.61,0.99,6.025,True,False,True,True,clean,
657,260408_120303730.jpg,7,301449.343241,6.44,0.7,413.0,6772,-0.22,0.12,5.6,6.17,0.424,747,0.23,0.09,5.275,True,False,True,True,clean,
658,260408_120304466.jpg,7,301450.079342,7.08,0.34,402.3,4952,0.46,0.3,9.27,7.27,0.276,807,-0.63,1.61,4.325,True,False,True,True,clean,
659,260408_120305135.jpg,7,301450.749043,7.49,0.24,484.6,4174,0.08,0.11,8.27,8.1,0.18,776,-0.24,3.39,4.375,True,False,True,True,clean,
660,260408_120305802.jpg,7,301451.415367,7.75,0.1,472.3,3943,0.02,0.13,9.7,11.83,0.109,1427,-0.07,0.12,5.325,True,False,True,True,clean,
661,260408_120306429.jpg,7,301452.043068,8.09,0.21,419.9,4538,0.35,0.84,7.96,13.41,0.143,1431,0.12,-2.68,4.625,True,False,True,True,clean,
662,260408_120307033.jpg,7,301452.647068,8.24,0.18,464.8,4247,-0.16,0.64,10.38,12.45,0.104,1754,-0.19,-0.01,5.175000000000001,True,False,True,True,clean,
663,260408_120307650.jpg,7,301453.263869,8.21,0.31,390.6,5472,0.23,-0.32,6.96,13.24,0.183,3212,0.25,-0.45,4.675,True,False,True,True,clean,
664,260408_120308267.jpg,7,301453.88157,8.15,0.23,373.8,6705,0.11,1.78,8.79,14.16,0.179,4407,-0.37,-1.74,5.125,True,False,True,True,clean,
665,260408_120308896.jpg,7,301454.510371,7.98,0.24,400.2,6802,0.41,-2.7,10.16,10.57,0.176,3460,-0.62,-1.45,5.025,True,False,True,True,clean,
666,260408_120309542.jpg,7,301455.156271,7.82,0.39,420.6,9678,0.6,3.16,15.92,11.48,0.134,3456,-0.29,-0.85,4.375,True,False,True,True,clean,
667,260408_120310186.jpg,7,301455.800372,7.64,0.65,551.4,7107,-0.25,-0.58,10.53,11.21,0.177,3492,0.36,-0.67,4.525,True,False,True,True,clean,
668,260408_120310855.jpg,7,301456.469373,7.44,2.07,824.1,8453,0.31,0.79,8.34,8.74,0.262,4239,0.02,-0.01,5.275,True,False,True,True,clean,
669,260408_120311555.jpg,7,301457.169374,7.3,4.89,1224.1,3536,0.04,1.4,5.0,11.96,0.201,3721,-0.25,-0.75,5.2250000000000005,True,False,True,True,clean,
670,260408_120312277.jpg,7,301457.891475,7.22,6.46,1238.1,2420,0.89,0.63,6.96,12.53,0.163,3384,-0.2,-0.4,5.025,True,False,False,True,usable,turning
671,260408_120312969.jpg,7,301458.584276,7.35,3.8,421.7,1642,-6.65,-4.29,14.34,11.76,0.079,1858,0.32,-1.03,4.375,False,False,True,True,reject,geometry
672,260408_120313635.jpg,7,301459.249877,7.52,0.1,425.2,1908,0.26,-1.12,9.74,13.37,0.124,1861,0.02,0.33,3.875,True,False,True,True,clean,
673,260408_120314293.jpg,7,301459.908077,7.71,1.83,344.7,1538,0.77,0.29,7.91,11.92,0.131,1510,-0.07,-2.75,3.575,True,False,True,True,clean,
674,260408_120314940.jpg,7,301460.554878,7.88,1.79,247.8,1868,-0.15,-6.16,8.69,16.82,0.099,1429,-0.45,0.73,3.0250000000000004,False,False,True,True,reject,geometry
675,260408_120315565.jpg,7,301461.180079,7.91,0.78,221.9,2044,-0.03,-0.7,9.49,15.45,0.173,0,nan,nan,3.0250000000000004,True,False,True,True,clean,
676,260408_120316202.jpg,7,301461.81728,7.79,0.7,205.8,1482,-3.58,2.53,10.64,10.95,0.114,0,nan,nan,2.975,True,False,True,True,clean,
677,260408_120316868.jpg,7,301462.483081,7.65,0.57,193.9,3107,0.76,1.8,13.57,15.12,0.086,0,nan,nan,3.125,True,False,True,True,clean,
678,260408_120317522.jpg,7,301463.137283,7.57,0.5,187.6,2205,0.43,0.29,9.54,13.48,0.122,0,nan,nan,3.075,True,False,True,True,clean,
679,260408_120318189.jpg,7,301463.805083,7.59,0.27,181.2,2781,-0.07,3.03,10.13,13.09,0.174,0,nan,nan,3.0250000000000004,True,False,True,True,clean,
680,260408_120318844.jpg,7,301464.460184,7.62,0.01,181.9,2573,0.36,1.25,9.56,12.06,0.167,0,nan,nan,3.075,True,False,True,True,clean,
681,260408_120319494.jpg,7,301465.109885,7.66,0.3,181.9,1638,0.16,0.05,10.91,13.29,0.143,0,nan,nan,3.2750000000000004,True,False,True,True,clean,
682,260408_120320142.jpg,7,301465.758386,7.83,0.08,184.6,1497,0.09,-2.66,11.42,13.86,0.101,0,nan,nan,3.575,True,False,True,True,clean,
683,260408_120320774.jpg,7,301466.390387,7.92,0.01,183.8,1891,-0.31,-1.49,9.93,15.25,0.106,0,nan,nan,3.2750000000000004,True,False,True,True,clean,
684,260408_120321393.jpg,7,301467.009287,7.97,0.03,181.1,2155,-0.44,0.3,9.12,15.62,0.116,0,nan,nan,3.325,True,False,True,True,clean,
685,260408_120322012.jpg,7,301467.627888,7.96,0.36,178.1,2957,-0.16,7.24,10.13,12.7,0.126,0,nan,nan,3.325,False,False,True,True,reject,geometry
686,260408_120322661.jpg,7,301468.276889,7.93,1.31,180.1,3285,0.85,5.11,12.04,11.08,0.107,0,nan,nan,3.325,True,False,True,True,clean,
687,260408_120323290.jpg,7,301468.90679,7.88,0.93,183.2,4343,0.06,1.86,7.89,14.32,0.148,0,nan,nan,3.325,True,False,True,True,clean,
688,260408_120323930.jpg,7,301469.546691,7.74,0.0,184.9,2387,0.2,1.26,9.17,15.84,0.066,0,nan,nan,3.6750000000000003,False,False,True,True,reject,geometry
689,260408_120324584.jpg,7,301470.200492,7.63,1.54,187.5,2781,0.44,4.75,4.89,13.25,0.115,0,nan,nan,3.575,True,False,True,True,clean,
690,260408_120325248.jpg,7,301470.864792,7.36,4.08,192.2,1896,0.68,-3.41,8.12,14.54,0.081,0,nan,nan,3.7750000000000004,True,False,True,True,clean,
691,260408_120325956.jpg,7,301471.572693,6.83,6.15,199.2,2484,0.18,-0.01,10.03,9.37,0.147,0,nan,nan,4.4750000000000005,True,False,False,True,usable,turning
692,260408_120326749.jpg,7,301472.366294,6.2,3.25,227.4,2279,0.26,5.6,9.48,14.08,0.133,0,nan,nan,5.275,True,False,True,True,clean,
693,260408_120327639.jpg,7,301473.256095,5.66,5.76,393.4,3388,-0.37,-0.38,6.91,8.07,0.415,360,12.1,13.55,6.775,True,True,False,True,usable,pass_conflict+turning
694,260408_120328587.jpg,7,301474.204297,5.38,13.04,559.0,960,-0.79,-1.61,5.32,13.98,0.101,907,-6.58,0.5,5.025,True,False,False,True,usable,turning
695,260408_120329525.jpg,7,301475.142098,5.23,14.55,496.8,2354,0.15,-0.86,8.43,13.49,0.264,2087,-0.64,-2.08,4.275,True,False,False,True,usable,turning
696,260408_120330476.jpg,7,301476.094099,5.1,11.49,509.5,1420,-0.11,0.45,6.64,10.28,0.341,2659,-0.01,-1.01,5.825,True,False,False,True,usable,turning
697,260408_120331486.jpg,7,301477.1034,4.98,6.18,769.5,708,-0.75,0.31,5.2,10.83,0.294,2351,-0.6,-12.7,5.625,True,True,False,True,usable,pass_conflict+turning
698,260408_120332518.jpg,7,301478.135502,4.82,2.13,919.2,822,0.77,-10.25,5.47,10.21,0.245,2318,0.13,-4.05,5.7250000000000005,False,False,True,True,reject,geometry
699,260408_120333602.jpg,7,301479.219903,4.41,2.37,951.8,1131,-0.25,-0.42,1.18,7.21,0.341,2581,-0.08,-3.99,6.425000000000001,True,False,True,True,clean,
700,260408_120334923.jpg,7,301480.541405,3.74,6.41,923.1,1868,0.41,-0.61,8.12,10.59,0.252,6666,-0.29,-0.18,6.7250000000000005,True,False,False,True,usable,turning
701,260408_120336507.jpg,7,301482.126007,3.08,6.11,766.4,1055,0.56,2.49,9.96,13.77,0.088,2624,-0.14,0.01,6.375,True,False,False,True,usable,turning
702,260408_120338375.jpg,7,301483.994209,2.65,5.1,583.5,2509,-0.91,-0.23,9.11,11.58,0.211,3566,0.53,0.28,5.175000000000001,True,False,False,True,usable,slow+turning
703,260408_120340417.jpg,7,301486.036412,2.34,0.55,469.3,2139,-0.6,2.24,6.36,16.52,0.127,1025,-0.35,1.99,4.575,False,False,False,True,reject,geometry+slow
704,260408_120342687.jpg,7,301488.306415,2.21,5.78,366.0,2776,0.14,-0.82,7.36,14.12,0.173,1665,-0.21,0.48,7.175000000000001,True,False,False,True,usable,slow+turning
705,260408_120405702.jpg,8,301511.325594,2.41,0.48,287.1,2513,-0.27,-0.46,7.83,11.7,0.201,4057,-0.19,-2.91,5.575,True,False,False,True,usable,slow
706,260408_120407520.jpg,8,301513.142996,2.82,1.7,325.2,2139,0.39,2.74,4.62,12.03,0.268,3908,0.87,0.57,5.125,True,False,False,True,usable,slow
707,260408_120409032.jpg,8,301514.655198,3.31,1.92,401.6,1302,-0.41,0.52,8.58,13.16,0.122,3062,-0.31,0.81,5.925000000000001,True,False,True,True,clean,
708,260408_120410500.jpg,8,301516.12439,3.28,6.89,504.9,2215,-2.43,-10.05,7.96,11.95,0.105,1858,-0.18,0.19,5.175000000000001,False,False,False,True,reject,geometry+turning
709,260408_120412474.jpg,8,301518.098392,3.1,12.48,546.8,3784,0.94,-0.47,9.57,10.52,0.224,2407,0.57,0.77,5.775,True,False,False,True,usable,turning
710,260408_120445809.jpg,9,301551.438011,2.51,1.41,1108.9,639,0.75,-4.46,9.44,5.36,0.191,4112,-5.02,-6.99,6.625,True,False,False,True,usable,slow
711,260408_120447511.jpg,9,301553.141113,3.45,1.0,1157.4,1400,0.7,-0.51,7.6,8.25,0.288,4332,1.56,-5.05,6.425000000000001,True,False,True,True,clean,
712,260408_120448737.jpg,9,301554.367193,4.7,0.18,769.3,1249,0.24,-0.21,8.73,10.34,0.219,3141,0.39,2.9,7.9750000000000005,True,False,True,True,clean,
713,260408_120449702.jpg,9,301555.332494,5.33,0.14,607.8,1343,-0.11,-2.53,4.86,11.24,0.231,4865,-0.32,-0.56,5.025,True,False,True,True,clean,
714,260408_120450620.jpg,9,301556.249695,5.47,0.06,635.2,1485,-1.0,-0.67,8.12,10.04,0.184,3352,-0.33,-0.18,4.925000000000001,True,False,True,True,clean,
715,260408_120451548.jpg,9,301557.178654,5.29,0.35,799.6,1884,0.26,-1.11,7.88,10.06,0.216,3291,-0.45,-0.72,4.425,True,False,True,True,clean,
716,260408_120452583.jpg,9,301558.213855,4.84,6.28,933.1,3112,0.03,-0.1,5.74,6.28,0.351,4117,-0.52,0.56,5.525,True,False,False,True,usable,turning
717,260408_120453726.jpg,9,301559.357056,4.47,14.28,1006.1,2742,-0.19,0.1,6.11,8.78,0.33,4102,-0.48,-0.24,7.2250000000000005,True,False,False,True,usable,turning
